# rank.exe refute -- refutation book, one entry per position where the
# book-wearer moves. Lines carry the full continuation to the win, so the
# wearer's own brain is never consulted on a covered line.
# oracle=ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2
# board=boards/board1.txt	roster=ranking/roster_refute_snapshot.txt
# targets=210	solved=203
# wear it as: ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2.opener(book,book=26)@1
e4c995d06e6b5f43 1 4 2
e4e29d7122a33d23 1 3 2
e4e447d790c0df54 1 4 1
e503cc6930ca7d0f 1 6 0
e508b0c15a35f8dc 4 5 3
e52fedba388cc9b6 4 2 3
e5423e177f497762 3 2 4
e54a7498d33f6327 5 1 4
e54d52eb64868c86 2 5 1
e57b057a49e92aa7 6 5 5
e58292441e45f3f2 0 0 0
e588099d44575c90 4 2 3
e593894a64cb348d 2 4 1
e59c49a86cc04aac 1 5 2
e5aa4dfea72fffb5 1 3 0
e5c3ee2457071bc5 3 5 2
e5e50f282fe28c47 0 3 1
e5fdeb0730c324d4 2 2 3
e6147620ed72ea72 6 1 5
e618ea15d8d1511e 0 3 1
e61e485081209c61 4 1 3
e61f59289dff9cbd 4 1 3
e62cb0c933879ab6 2 1 1
e62f0012fd3cbc9a 4 2 3
e63a78a5574d1c46 1 3 1
e63babac3a3cd693 0 4 0
e641a82c2b4ee635 4 6 3
e65e09fc89b230a9 3 3 4
e6656cf6337f27f9 4 7 3
e68ff9bef735699c 1 1 0
e69172122bcb7a1d 4 6 3
e6a6bd591a19b2e4 3 3 2
e6b7054e7c7d7211 1 3 2
e6c674624afe2f85 4 1 3
e6df02735a7cf5cf 4 2 5
e6f10ea99841ec23 2 2 1
e6f22063ca88925c 6 6 5
e6fce5bba6d1649f 6 1 6
e6ff0989202dfb19 1 7 2
e70844a5f93ba581 3 3 2
e721c17a25eaeab5 1 4 1
e7297f386f36b7bb 1 3 1
e72c513690aaf838 0 4 1
e734225262967227 2 1 1
e75b887098f0adda 1 3 1
e78ee5e5d3b371ab 5 4 4
e7aecb339e2f1557 1 7 0
e7b7d4e555386c61 1 3 0
e7bcb89676dbde49 3 3 4
e7bfd41f575a385c 5 1 4
e7cc9ef7f522e8e4 1 2 0
e7d631743dc11b1e 3 1 2
e7d6704af447f259 3 6 2
e7f9aad762b0af4c 1 2 0
e7fe0be9ea4647b8 4 1 5
e867579c70a05474 3 4 4
e87057476f6a1552 1 4 2
e8ab0cfc5ef4a9e5 5 0 5
e8c5fc56d8b82c11 0 3 1
e8d039304a5d5fd7 1 2 2
e8df2930d16173d8 0 4 1
e8ed45bfa7cc4459 6 1 5
e92c8907b753a726 2 6 1
e92f4b8e2d70637c 3 3 2
e9322a56d36d798a 6 5 5
e93516a8de55b5a8 4 1 5
e94f269652ba652c 1 2 0
e9760bc244712e27 0 3 1
e97fedd49063a1ba 5 5 4
e9a93be83a212d47 4 2 5
e9ae4130e56e5b62 5 3 4
e9b3e6c3034ca624 4 3 3
e9ba6593839209ce 1 4 1
e9bbaee2c12e11c8 0 4 1
ea024f70099378ca 4 6 5
ea03a19b8d5ddadc 0 7 1
ea0d40e09ce5a7bf 3 5 2
ea185b6a97ca4c2f 1 2 2
ea374f8e7188d425 5 2 4
ea3dd57171e2faf9 1 6 0
ea8b55a11933212e 0 4 1
ea971853b6dc0cfc 2 5 1
eaa56558357fd101 4 5 3
eaa7bf0231606de3 1 1 0
ead5e5f6e69717a0 3 1 2
eaed8d2eb55769a6 4 2 3
eaefb02f109fbab1 5 5 6
eb04f33b19d02f7a 4 6 3
eb1ad2e46e5d43c3 1 2 2
eb1c130cb733edf3 5 5 4
eb29285fa414570e 2 0 1
eb5176f4f29abe4c 0 3 0
eb53a26722f37e31 2 0 3
eb657457ab27586c 2 5 1
eb6826e5106361f2 1 1 0
eb7388a63be49ec5 0 4 0
eb78bbdd84e06972 5 5 4
eb82116f0501d192 0 5 0
eb8a7b5442c1b69f 0 4 1
eb91b9aaf5a1c91c 3 1 4
ebad9023570133f0 4 1 3
ebbea53a55d36210 5 5 4
ebe8c790917005d9 1 5 0
ebeb366685a12755 1 5 0
ebed4a31c4e5d236 3 1 2
ebf63c9dd62dfe09 1 1 0
ec2d95779dd2879d 1 4 2
ec36ffa074a1e196 4 5 3
ec60ea48b60927f1 2 7 3
ec626ee7eb3a2da1 0 4 1
ec7b97f31a7b4949 1 2 2
ec7c3ede0cce780f 1 5 2
ec92171674fa2b90 3 7 2
eca2d5233ffcfa2f 4 6 5
ecd04a9d041aaf89 1 2 0
ecdd9dfd5ce0b3cd 2 1 3
ed125057398021bc 5 3 6
ed67fd57efd3959a 4 1 3
ed769d050ea4115a 5 2 4
ed8a8f6d84a9ea69 6 2 5
edc20f1a30b8f0b4 0 7 1
edc841840c25f32c 1 1 0
edde4ca03d22dd45 4 6 3
eddedc5a43ecd392 1 6 0
ede306a4447605fd 3 5 2
edfc1822ea224d27 4 4 3
ee0421598165ebeb 5 6 4
ee1d894e31c3b30a 2 6 1
ee288926129d25a1 4 6 3
ee73fcb0e7851ebe 0 4 1
ee7bedf7c31eac4f 4 3 3
ee92a52572afb5ce 4 6 3
eea0d982566b348b 3 6 4
eebc2857fc0df63a 0 3 1
eec02c633e3f3d6c 6 5 5
ef03aaf7011557fc 1 3 2
ef18a318e11bbc6b 0 5 1
ef2388e5399f0f43 3 3 4
ef515c377088409c 3 6 2
ef5511ea2576ca54 3 1 2
ef656f4c25a9257b 1 6 0
ef8700a8c543b987 0 4 0
ef8ee5a0698effdc 3 5 2
ef9313f09832e6ab 1 0 0
ef9e69aab9c1dfbb 0 4 1
ef9fed49bab6321b 2 3 1
efa595c41a427aa1 1 6 0
efacaadaf780990f 1 5 0
efb06ea89afa6aa6 4 2 5
efb335617d99e815 1 3 0
efd4de4674e67a24 4 5 3
f018b8e43cf64ed6 7 5 6
f019de0546778a4d 3 4 4
f03b5ae353f95307 0 5 0
f05e4469cdd933ed 1 2 0
f07abf93cf7ac7ed 2 5 1
f0850ba3ea9906e1 1 5 0
f09df25bb12c33b1 4 3 3
f0a00bf592e5f0f1 2 4 1
f0cf554b57f395c4 1 4 0
f0d842e998b75fed 2 4 3
f10e638e25a16f8e 3 2 2
f15a1ad790f282e7 0 3 0
f15be62d4d6f90ac 1 5 1
f166d7c3a26e5392 0 0 1
f16b119184cd4d8e 5 4 5
f175029b964ef2ae 4 6 3
f19ed456a61df905 0 2 1
f1d6715fffb7bd74 3 7 2
f1f04e1f5727336d 0 3 0
f1f1a486890f53d7 1 7 0
f1fa4a42196331ec 4 2 3
f1fc1ac9cd993ce8 6 4 5
f20dca0dfdb62c47 4 4 3
f217ea164ede5bb7 1 3 0
f2280ec3d3a99b6e 0 4 0
f22946e51b0a78f0 3 4 2
f22b9a81196d4dbf 0 3 1
f22cf7fe4188ed0f 0 1 1
f2335384661368e5 2 5 1
f242d3edf78c0a9b 3 5 2
f24e19ec65ae48a0 4 3 3
f25600f537ff1fe9 5 4 4
f25ac136980fae4c 0 3 1
f28736c422f1cdcf 1 3 0
f288787f763343a2 5 2 6
f2a1d99ab9acadd6 2 1 1
f2cf88dd9291b07b 3 4 4
f2d3df2904936e25 3 3 3
f2db0430af57de7a 3 2 3
f2ddc1d53e527282 7 4 6
f2e502cc5681d5b8 4 6 3
f2e518bd1def8979 4 6 4
f2e74a7a126dd83e 3 4 4
f2f40dd693fe5ba4 3 6 2
f2f7c3fb19d2ae46 1 4 2
f2fa4f4e206ce0d4 3 2 4
f33556b481e70504 6 5 5
f337e6442af4307e 7 3 7
f349d39ee32d1aaf 3 4 4
f34b2d20da1f1d87 6 1 5
f35e98462a98f0f0 2 4 3
f362c373cffa6ff3 0 3 1
f36fc989ce3aad17 6 4 7
f37e83ee9c105853 4 6 3
f37fd6888acf0234 0 4 1
f38af4c8a506db82 3 1 2
f38cae88b8a312c8 4 4 4
f391b395d9060c14 2 3 3
f3a41894330fb642 4 2 4
f3ada899be1812fa 2 6 1
f3f2857a51bf8aa0 1 5 0
f3f499f3c08f4a19 4 5 3
f41b351f35272c7b 5 2 4
f43a048356584d50 4 6 3
f44401be2298d8a0 0 3 0
f466caab10e4ce3f 0 3 0
f46e3919797e6b76 6 4 6
f49a42269dd99a63 2 6 1
f49a85009b4c4a40 0 0 1
f4bbd776d2f9304e 0 2 1
f4c1d120c0a4e429 2 4 2
f4c833cbbde1a7cb 1 5 0
f4db7b917f6f6187 0 3 0
f519150b964adf7f 1 0 0
f52f1fe92931cdad 1 3 0
f53002350aacdf64 3 4 4
f536b475b3267c4e 4 2 3
f538e136b7a094f6 1 3 0
f5543fe07e5398b9 5 6 4
f555a310d4a74369 5 6 4
f58628035ee9aec1 4 5 5
f5bc10ab223e0b93 3 1 2
f5d0ac04d074e527 2 1 1
f5e94e534459a6f2 0 5 1
f5f27bba26ea701f 1 3 0
f606bad30275d520 0 4 0
f6106af61d9199ba 1 4 0
f613e64f02422d69 3 4 2
f625860b2741ba18 2 6 3
f62d4f3db0e9d420 3 5 2
f6342ca14d76beec 1 4 0
f6749e287f2ff2c1 1 0 0
f67a638922a2c612 2 2 3
f683cb7ab84276c7 4 3 3
f6c35823e7fdf6fd 6 1 5
f6f43eb5b8781d53 1 6 0
f7005c0289063e43 0 4 1
f700c3e4185b7a0e 0 2 1
f7202d8c92abce14 1 4 0
f7209f3a68f3b893 5 6 4
f7297577b132f8f7 4 5 5
f72d53a3279f5e56 7 6 6
f7356d222a03a730 3 5 3
f73d7b2d0e8b6015 1 3 2
f74009ad252064a7 4 5 3
f7511db7f31da004 0 1 1
f75ec2c977c8ab35 1 5 2
f77ed370a91bcc93 0 4 1
f7819501f7514b4a 0 3 0
f793c1088d31f677 0 6 1
f7953b26d227d7fb 6 3 7
f7c444db1f8ffc5c 1 2 0
f7d212593e4b1232 4 5 3
f7f584c041678e53 0 5 1
f7fa938c7d6f1177 0 4 0
f7fb729a43782b40 3 2 2
f81a9abee0c77c19 0 4 1
f820138a3d13bbad 3 1 4
f84800cd39266476 5 5 6
f84989b13cdb3b87 3 2 2
f84b2e2886dc0956 4 3 3
f86da135f5b3a686 3 5 2
f88e3bc45f1a0dc5 3 4 2
f8ade42ac3d308af 1 4 2
f8ca5fd6bebd76f5 2 1 1
f8d2b395475cc302 1 2 0
f8d84152d3b3d6dc 0 2 1
f8ec4dd46c54dbd2 3 3 4
f8f4c7890a62a942 2 2 1
f9269b364d15c4df 4 6 3
f97af52710f94a1f 3 6 2
f980d32f46326ee0 1 6 0
f98c48c8db166d57 0 1 1
f99388df0a156684 3 6 2
f99cc0777cabc656 0 5 1
f9abed42f0f5cfa0 3 1 2
f9b069ba7f31dc9b 1 3 0
f9e7e4dc85f2900b 0 4 1
fa09d73e36c0b70a 2 7 1
fa18397a00157794 6 5 5
fa1a6aed19f3eca9 1 3 1
fa57002392b7f83e 2 5 1
fa57edb9d421b50c 4 2 5
fa5917f799a62e2b 1 3 0
fa73d5cf0920d5a2 1 1 2
fa776c034597c128 2 0 3
fa7797fe255beb6c 0 3 1
fa7bf2bbee883217 4 5 5
fa870cd24743bd13 1 5 0
fa965833c9f24efc 3 7 2
faae3bd2e8fa408f 5 1 4
faf021e26491cecd 4 4 3
fb10cb77a8540bd2 2 6 1
fb151d9122f18d02 0 4 1
fb167bfe4ad966ba 1 4 2
fb54d2f97f26dc2d 0 3 1
fb575609ffedcf81 5 4 5
fb59c889f2a84453 3 6 2
fb90222a15074c41 0 4 1
fba60f3e7611de8d 2 2 1
fbaaf5b201972d1a 2 3 1
fbb6a84e3e3266e1 3 3 4
fbd74a051eb7684a 1 6 2
fbeacae03e54efbd 0 2 1
fbfa81c45f876a26 2 6 1
fc087219d55f257c 0 7 1
fc0fcdf1ad081f1d 0 3 1
fc10fc89c16cd78d 2 2 1
fc22bbfccc258808 3 1 2
fc5807d809d956c6 2 7 3
fc5d72025173b698 1 5 0
fc876110541d6a00 0 2 1
fc964d0689007e4c 2 3 1
fc9db0dc5bbfe2fc 4 2 3
fcb4274e8ee1d3a7 4 1 3
fcbc5c5106f80571 1 5 0
fcecc06e9d54974f 0 3 1
fcfc6e665abe8a70 0 7 1
fd189183be501b64 3 6 4
fd373682e17cce6b 0 4 1
fd46709899b880c7 3 5 2
fd76879425c9ce61 1 4 0
fd7a485d005eace4 1 4 0
fd7e2ff4c5340f7f 3 6 2
fd9288b9284542fb 1 1 0
fd959df0203a3878 1 4 2
fdad997b39cb6408 3 4 4
fdca86b8faeec192 2 6 1
fdea421549d34a9e 1 6 0
fe02ad0d40afa02a 1 3 0
fe1e23ad00f0d912 0 5 1
fe200597c13d3c5d 6 6 5
fe217636cbda4568 2 3 1
fe25a8958253f243 7 6 6
fe3153d647279a7a 1 3 2
fe5687add58f15c0 2 5 1
fe5cd3e8ee729c19 2 0 3
fe72ff65891402c6 0 4 1
fe7415da168491e2 1 2 0
fe786f5fd648423b 1 5 0
fe7ab7e20b0fbfac 4 1 3
fe855cfdbc7a6e4e 3 3 2
feae41628e7770b7 1 5 1
febc12643a84ce21 0 4 0
fecefd8be1269b54 5 2 4
fed1354b26ae0bf8 6 1 5
fed43b1a25b955b6 4 1 3
fee1097db76767f0 2 7 3
feee0714cdabf0ec 0 3 1
fefb11c86c573320 2 6 1
feff203bfa2cd243 5 2 6
ff02d2db08157af7 1 6 0
ff0d7f51cc044cc7 3 3 4
ff16ef97c35c616e 3 3 4
ff1a0e326961d92e 4 1 3
ff2943f870fe6a58 2 1 1
ff31ae5af291f9a7 4 4 3
ff3a8985cfd5de32 3 4 2
ff4ad28bfe396ff9 4 2 3
ff5e7c98472b3e3f 3 5 4
ff698036c5f64312 4 5 3
ff7420902882000e 0 2 1
ff78421708cedca0 0 5 1
ff95e0758f7e513e 2 4 1
ff9740ab38d81fcb 1 5 2
ffaac8e152781b24 6 6 5
ffb477c65fe9aef2 0 2 1
ffcc26b43a0c09df 5 0 4
ffd51080784156ed 4 4 4
ffdbd50cdb02b980 7 1 6
ffe4a6a85e56084b 5 4 6
fff5888009ba48a6 2 2 1
